name,dept,area,count,adjustedcount,year
A. B. Siddique 0001,University of Kentucky,vldb,1.0,0.33333,2019
A. Jefferson Offutt,George Mason University,fse,1.0,0.16667,2016
A. Jefferson Offutt,George Mason University,icse,1.0,0.33333,1993
A. Jefferson Offutt,George Mason University,issta,1.0,0.33333,1993
A. Jefferson Offutt,George Mason University,issta,1.0,0.5,1996
A. Jefferson Offutt,George Mason University,pldi,1.0,0.5,1987
A. P. Wim Böhm,Colorado State University,ics,1.0,0.5,1987
A. P. Wim Böhm,Colorado State University,isca,1.0,0.33333,1992
A. P. Wim Böhm,Colorado State University,micro,1.0,0.33333,1991
A. P. Wim Böhm,Colorado State University,micro,1.0,0.25,1993
A. Prasad Sistla,University of Illinois at Chicago,icde,2.0,0.58333,1997
A. Prasad Sistla,University of Illinois at Chicago,icde,1.0,0.25,1998
A. Prasad Sistla,University of Illinois at Chicago,popl,1.0,0.33333,1983
A. Prasad Sistla,University of Illinois at Chicago,popl,1.0,0.2,2021
A. Prasad Sistla,University of Illinois at Chicago,sigmod,1.0,0.33333,1994
A. Prasad Sistla,University of Illinois at Chicago,sigmod,1.0,0.5,1995
A. Prasad Sistla,University of Illinois at Chicago,vldb,1.0,0.33333,1994
A. Prasad Sistla,University of Illinois at Chicago,vldb,1.0,0.25,1995
A. Prasad Sistla,University of Illinois at Chicago,vldb,1.0,0.2,2009
A. Robert Calderbank,Duke University,hpca,1.0,0.33333,2013
A. Selcuk Uluagac,Florida International University,ndss,1.0,0.2,2021
A. Selcuk Uluagac,Florida International University,ndss,2.0,0.58333,2022
A. T. Chamillard,UCCS,issta,1.0,0.5,1996
A. Udaya Shankar,University of Maryland - College Park,mobisys,1.0,0.2,2006
A. Udaya Shankar,University of Maryland - College Park,rtss,1.0,1.0,1992
A. Udaya Shankar,University of Maryland - College Park,sigcomm,1.0,0.5,1983
A. Udaya Shankar,University of Maryland - College Park,sigcomm,1.0,0.5,1988
A. Udaya Shankar,University of Maryland - College Park,sigmetrics,1.0,0.25,1992
A. Udaya Shankar,University of Maryland - College Park,sigmetrics,1.0,0.5,1995
Aanjhan Ranganathan,Northeastern University,mobicom,3.0,0.7,2016
Aanjhan Ranganathan,Northeastern University,ndss,2.0,0.5,2022
Aanjhan Ranganathan,Northeastern University,oakland,1.0,0.25,2013
Aanjhan Ranganathan,Northeastern University,oakland,1.0,0.33333,2019
Aanjhan Ranganathan,Northeastern University,oakland,1.0,0.14286,2023
Aaron J. Elmore,University of Chicago,icde,1.0,0.16667,2019
Aaron J. Elmore,University of Chicago,icde,1.0,0.2,2021
Aaron J. Elmore,University of Chicago,icde,1.0,0.2,2022
Aaron J. Elmore,University of Chicago,icde,1.0,0.25,2023
Aaron J. Elmore,University of Chicago,micro,1.0,0.25,2017
Aaron J. Elmore,University of Chicago,sigmod,1.0,0.25,2011
Aaron J. Elmore,University of Chicago,sigmod,1.0,0.16667,2013
Aaron J. Elmore,University of Chicago,sigmod,1.0,0.16667,2015
Aaron J. Elmore,University of Chicago,sigmod,1.0,0.33333,2018
Aaron J. Elmore,University of Chicago,sigmod,3.0,0.65,2020
Aaron J. Elmore,University of Chicago,sigmod,2.0,0.36667,2021
Aaron J. Elmore,University of Chicago,vldb,1.0,0.2,2012
Aaron J. Elmore,University of Chicago,vldb,1.0,0.125,2014
Aaron J. Elmore,University of Chicago,vldb,2.0,0.33333,2016
Aaron J. Elmore,University of Chicago,vldb,1.0,0.2,2017
Aaron J. Elmore,University of Chicago,vldb,2.0,0.36667,2019
Aaron J. Elmore,University of Chicago,vldb,1.0,0.2,2020
Aaron J. Elmore,University of Chicago,vldb,1.0,0.25,2021
Aaron J. Elmore,University of Chicago,vldb,2.0,0.26667,2022
Aaron J. Elmore,University of Chicago,vldb,1.0,0.2,2023
Aaron Roth 0001,University of Pennsylvania,icfp,1.0,0.25,2017
Aaron Roth 0001,University of Pennsylvania,icfp,1.0,0.2,2019
Aaron Roth 0001,University of Pennsylvania,oopsla,1.0,0.2,2020
Aaron Roth 0001,University of Pennsylvania,popl,1.0,0.16667,2015
Aaron Schulman,Univ. of California - San Diego,asplos,1.0,0.2,2023
Aaron Schulman,Univ. of California - San Diego,ccs,1.0,0.33333,2014
Aaron Schulman,Univ. of California - San Diego,imc,1.0,0.5,2011
Aaron Schulman,Univ. of California - San Diego,imc,1.0,0.14286,2014
Aaron Schulman,Univ. of California - San Diego,imc,2.0,0.36111,2015
Aaron Schulman,Univ. of California - San Diego,imc,1.0,0.11111,2019
Aaron Schulman,Univ. of California - San Diego,imc,1.0,0.14286,2020
Aaron Schulman,Univ. of California - San Diego,imc,3.0,0.48571,2021
Aaron Schulman,Univ. of California - San Diego,imc,1.0,0.14286,2022
Aaron Schulman,Univ. of California - San Diego,mobicom,1.0,0.125,2010
Aaron Schulman,Univ. of California - San Diego,mobicom,1.0,0.14286,2019
Aaron Schulman,Univ. of California - San Diego,mobisys,1.0,0.14286,2019
Aaron Schulman,Univ. of California - San Diego,nsdi,1.0,0.11111,2010
Aaron Schulman,Univ. of California - San Diego,nsdi,1.0,0.33333,2015
Aaron Schulman,Univ. of California - San Diego,nsdi,1.0,0.2,2019
Aaron Schulman,Univ. of California - San Diego,oakland,1.0,0.14286,2022
Aaron Schulman,Univ. of California - San Diego,sigcomm,1.0,0.25,2019
Aaron Striegel,University of Notre Dame,hpdc,1.0,0.2,2005
Aaron Striegel,University of Notre Dame,imc,1.0,0.25,2015
Aaron Striegel,University of Notre Dame,mobicom,1.0,0.5,2013
Aaron Striegel,University of Notre Dame,sc,1.0,0.16667,2005
Aaron Stump,University of Iowa,icfp,1.0,0.33333,2005
Aaron Stump,University of Iowa,icfp,1.0,0.33333,2018
Aaron Stump,University of Iowa,icfp,1.0,0.25,2020
Aaron Stump,University of Iowa,popl,1.0,0.16667,2023
Aarti Gupta,Princeton University,ase,1.0,0.125,2011
Aarti Gupta,Princeton University,asplos,1.0,0.125,2023
Aarti Gupta,Princeton University,dac,1.0,0.33333,1997
Aarti Gupta,Princeton University,dac,1.0,0.25,2001
Aarti Gupta,Princeton University,dac,1.0,0.2,2003
Aarti Gupta,Princeton University,dac,1.0,0.33333,2005
Aarti Gupta,Princeton University,dac,1.0,0.33333,2006
Aarti Gupta,Princeton University,dac,1.0,0.5,2008
Aarti Gupta,Princeton University,dac,1.0,0.2,2018
Aarti Gupta,Princeton University,emsoft,1.0,0.25,2009
Aarti Gupta,Princeton University,eurosys,1.0,0.076923,2019
Aarti Gupta,Princeton University,fse,1.0,0.25,2008
Aarti Gupta,Princeton University,fse,1.0,0.25,2009
Aarti Gupta,Princeton University,fse,1.0,0.33333,2012
Aarti Gupta,Princeton University,fse,1.0,0.2,2015
Aarti Gupta,Princeton University,fse,1.0,0.33333,2016
Aarti Gupta,Princeton University,iccad,1.0,0.5,1993
Aarti Gupta,Princeton University,iccad,1.0,0.33333,1996
Aarti Gupta,Princeton University,iccad,1.0,0.2,2001
Aarti Gupta,Princeton University,iccad,1.0,0.25,2003
Aarti Gupta,Princeton University,iccad,1.0,0.33333,2004
Aarti Gupta,Princeton University,iccad,1.0,0.5,2006
Aarti Gupta,Princeton University,iccad,1.0,0.33333,2007
Aarti Gupta,Princeton University,iccad,1.0,0.25,2018
Aarti Gupta,Princeton University,iccad,1.0,0.2,2021
Aarti Gupta,Princeton University,iccad,2.0,0.58333,2022
Aarti Gupta,Princeton University,icse,1.0,0.33333,2008
Aarti Gupta,Princeton University,icse,1.0,0.33333,2011
Aarti Gupta,Princeton University,icse,1.0,0.2,2013
Aarti Gupta,Princeton University,issta,1.0,0.25,2008
Aarti Gupta,Princeton University,issta,1.0,0.16667,2014
Aarti Gupta,Princeton University,micro,1.0,0.25,2018
Aarti Gupta,Princeton University,nsdi,1.0,0.5,2022
Aarti Gupta,Princeton University,pldi,3.0,0.91667,2023
Aarti Gupta,Princeton University,popl,1.0,0.5,2007
Aarti Gupta,Princeton University,popl,1.0,0.25,2010
Aarti Gupta,Princeton University,popl,1.0,0.25,2020
Aarti Gupta,Princeton University,rtss,1.0,0.25,2009
Aarti Gupta,Princeton University,sigcomm,1.0,0.25,2017
Aarti Gupta,Princeton University,sigcomm,1.0,0.25,2018
Aarti Gupta,Princeton University,sigcomm,1.0,0.11111,2020
Aasheesh Kolli,Pennsylvania State University,asplos,2.0,0.53333,2016
Aasheesh Kolli,Pennsylvania State University,asplos,1.0,0.2,2019
Aasheesh Kolli,Pennsylvania State University,asplos,1.0,0.16667,2020
Aasheesh Kolli,Pennsylvania State University,asplos,1.0,0.14286,2021
Aasheesh Kolli,Pennsylvania State University,fast,1.0,0.14286,2019
Aasheesh Kolli,Pennsylvania State University,hpca,1.0,0.25,2018
Aasheesh Kolli,Pennsylvania State University,isca,1.0,0.14286,2017
Aasheesh Kolli,Pennsylvania State University,isca,1.0,0.2,2019
Aasheesh Kolli,Pennsylvania State University,isca,1.0,0.11111,2023
Aasheesh Kolli,Pennsylvania State University,micro,1.0,0.33333,2013
Aasheesh Kolli,Pennsylvania State University,micro,2.0,0.325,2016
Aasheesh Kolli,Pennsylvania State University,micro,1.0,0.33333,2020
Aasheesh Kolli,Pennsylvania State University,sosp,1.0,0.16667,2019
Aasheesh Kolli,Pennsylvania State University,sosp,1.0,0.14286,2021
Aastha Mehta,University of British Columbia,eurosys,1.0,0.125,2015
Abdelhakim Hafid,University of Montreal,hpdc,1.0,0.33333,1996
Abdelsalam Helal,University of Florida,icde,1.0,0.5,1988
Abdelsalam Helal,University of Florida,icde,1.0,0.33333,1989
Abdelsalam Helal,University of Florida,sigmod,1.0,0.0625,1997
Abdou Youssef,George Washington University,isca,1.0,0.5,1990
Abdul Serwadda,Texas Tech University,ccs,1.0,0.5,2013
Abdul Serwadda,Texas Tech University,ccs,1.0,0.25,2014
Abdullah Al-Mamun 0001,Augusta University,icde,1.0,0.33333,2021
Abdullah Al-Mamun 0001,Augusta University,sc,1.0,0.33333,2021
Abdullah Muzahid,Texas A&M University,eurosys,1.0,0.25,2017
Abdullah Muzahid,Texas A&M University,hpca,1.0,0.2,2012
Abdullah Muzahid,Texas A&M University,hpca,1.0,0.25,2014
Abdullah Muzahid,Texas A&M University,hpca,1.0,0.14286,2023
Abdullah Muzahid,Texas A&M University,isca,1.0,0.25,2009
Abdullah Muzahid,Texas A&M University,isca,1.0,0.33333,2013
Abdullah Muzahid,Texas A&M University,isca,1.0,0.5,2016
Abdullah Muzahid,Texas A&M University,isca,1.0,0.16667,2021
Abdullah Muzahid,Texas A&M University,micro,1.0,0.33333,2010
Abdullah Muzahid,Texas A&M University,micro,1.0,0.33333,2012
Abdullah Uz Tansel,CUNY,icde,1.0,1.0,1987
Abdullah Uz Tansel,CUNY,sigmod,1.0,0.5,1985
Abdullah Uz Tansel,CUNY,sigmod,1.0,0.5,1989
Abhi Shelat,Northeastern University,ccs,1.0,0.5,2013
Abhi Shelat,Northeastern University,ccs,1.0,0.2,2014
Abhi Shelat,Northeastern University,ccs,1.0,0.5,2015
Abhi Shelat,Northeastern University,ccs,1.0,0.33333,2016
Abhi Shelat,Northeastern University,ccs,2.0,0.64286,2017
Abhi Shelat,Northeastern University,ccs,1.0,0.33333,2018
Abhi Shelat,Northeastern University,ccs,1.0,0.33333,2019
Abhi Shelat,Northeastern University,oakland,1.0,0.25,2014
Abhi Shelat,Northeastern University,oakland,1.0,0.2,2016
Abhi Shelat,Northeastern University,oakland,2.0,0.45,2018
Abhi Shelat,Northeastern University,oakland,2.0,0.45,2019
Abhi Shelat,Northeastern University,oakland,1.0,0.11111,2021
Abhi Shelat,Northeastern University,oakland,1.0,0.2,2023
Abhinav Bhatele,University of Maryland - College Park,ics,1.0,0.33333,2009
Abhinav Bhatele,University of Maryland - College Park,ics,1.0,0.1,2018
Abhinav Bhatele,University of Maryland - College Park,ics,1.0,0.125,2019
Abhinav Bhatele,University of Maryland - College Park,ics,1.0,0.25,2020
Abhinav Bhatele,University of Maryland - College Park,ics,1.0,0.16667,2023
Abhinav Bhatele,University of Maryland - College Park,sc,2.0,0.58333,2011
Abhinav Bhatele,University of Maryland - College Park,sc,2.0,0.22619,2012
Abhinav Bhatele,University of Maryland - College Park,sc,2.0,0.45,2013
Abhinav Bhatele,University of Maryland - College Park,sc,3.0,0.67619,2014
Abhinav Bhatele,University of Maryland - College Park,sc,1.0,0.125,2015
Abhinav Bhatele,University of Maryland - College Park,sc,3.0,0.525,2016
Abhinav Bhatele,University of Maryland - College Park,sc,3.0,0.32222,2017
Abhinav Bhatele,University of Maryland - College Park,sc,2.0,0.39286,2018
Abhinav Bhatele,University of Maryland - College Park,sc,1.0,0.33333,2019
Abhishek Bhattacharjee,Yale University,asplos,1.0,0.5,2010
Abhishek Bhattacharjee,Yale University,asplos,1.0,0.33333,2014
Abhishek Bhattacharjee,Yale University,asplos,1.0,0.25,2016
Abhishek Bhattacharjee,Yale University,asplos,2.0,1.5,2017
Abhishek Bhattacharjee,Yale University,asplos,1.0,0.125,2018
Abhishek Bhattacharjee,Yale University,asplos,1.0,0.25,2019
Abhishek Bhattacharjee,Yale University,asplos,1.0,0.2,2020
Abhishek Bhattacharjee,Yale University,asplos,2.0,0.5,2021
Abhishek Bhattacharjee,Yale University,asplos,1.0,0.0625,2023
Abhishek Bhattacharjee,Yale University,hpca,1.0,0.25,2014
Abhishek Bhattacharjee,Yale University,hpca,1.0,0.14286,2023
Abhishek Bhattacharjee,Yale University,isca,1.0,0.5,2009
Abhishek Bhattacharjee,Yale University,isca,1.0,0.25,2017
Abhishek Bhattacharjee,Yale University,isca,3.0,0.64286,2018
Abhishek Bhattacharjee,Yale University,isca,1.0,0.25,2019
Abhishek Bhattacharjee,Yale University,isca,1.0,0.125,2020
Abhishek Bhattacharjee,Yale University,isca,1.0,0.16667,2021
Abhishek Bhattacharjee,Yale University,isca,2.0,0.26786,2023
Abhishek Bhattacharjee,Yale University,micro,2.0,0.45,2012
Abhishek Bhattacharjee,Yale University,micro,1.0,1.0,2013
Abhishek Bhattacharjee,Yale University,micro,1.0,0.25,2015
Abhishek Bhattacharjee,Yale University,micro,1.0,1.0,2017
Abhishek Bhattacharjee,Yale University,micro,1.0,0.25,2018
Abhishek Bhattacharjee,Yale University,sosp,1.0,0.16667,2021
Abhishek Chandra,University of Minnesota,hpdc,1.0,0.25,2007
Abhishek Chandra,University of Minnesota,hpdc,1.0,0.33333,2015
Abhishek Chandra,University of Minnesota,hpdc,1.0,0.33333,2016
Abhishek Chandra,University of Minnesota,hpdc,1.0,0.5,2021
Abhishek Chandra,University of Minnesota,osdi,1.0,0.25,2000
Abhishek Chandra,University of Minnesota,sigmetrics,1.0,0.25,2019
Abhishek Dubey,Vanderbilt University,rtas,1.0,0.14286,2010
Abhishek Gupta,University of Washington,icde,1.0,0.25,2004
Abhishek Jain 0002,Johns Hopkins University,ccs,1.0,0.33333,2014
Abhishek Jain 0002,Johns Hopkins University,ccs,1.0,0.2,2017
Abhishek Jain 0002,Johns Hopkins University,ccs,1.0,0.25,2022
Abhishek Jain 0002,Johns Hopkins University,oakland,1.0,0.14286,2023
Abhradeep Thakurta,Univ. of California - Santa Cruz,oakland,1.0,0.33333,2017
Abhradeep Thakurta,Univ. of California - Santa Cruz,oakland,1.0,0.16667,2019
Abhradeep Thakurta,Univ. of California - Santa Cruz,oakland,2.0,0.325,2021
Abhradeep Thakurta,Univ. of California - Santa Cruz,sigmod,1.0,0.2,2012
Abolfazl Asudeh,University of Illinois at Chicago,icde,1.0,0.33333,2019
Abolfazl Asudeh,University of Illinois at Chicago,icde,1.0,0.33333,2021
Abolfazl Asudeh,University of Illinois at Chicago,icde,1.0,0.25,2022
Abolfazl Asudeh,University of Illinois at Chicago,sigmod,1.0,0.25,2016
Abolfazl Asudeh,University of Illinois at Chicago,sigmod,1.0,0.25,2017
Abolfazl Asudeh,University of Illinois at Chicago,sigmod,2.0,0.45,2019
Abolfazl Asudeh,University of Illinois at Chicago,sigmod,2.0,0.5,2021
Abolfazl Asudeh,University of Illinois at Chicago,sigmod,1.0,0.33333,2022
Abolfazl Asudeh,University of Illinois at Chicago,vldb,2.0,0.58333,2016
Abolfazl Asudeh,University of Illinois at Chicago,vldb,3.0,0.59286,2018
Abolfazl Asudeh,University of Illinois at Chicago,vldb,1.0,0.25,2019
Abolfazl Asudeh,University of Illinois at Chicago,vldb,2.0,0.5,2020
Abolfazl Asudeh,University of Illinois at Chicago,vldb,1.0,0.33333,2021
Abolfazl Asudeh,University of Illinois at Chicago,vldb,2.0,0.75,2022
Abram Hindle,University of Alberta,fse,1.0,0.2,2011
Abram Hindle,University of Alberta,icse,1.0,0.2,2012
Abram Hindle,University of Alberta,icse,1.0,0.16667,2016
Abram Hindle,University of Alberta,icse,1.0,0.16667,2019
Abtin Rahimian,University of Colorado Boulder,sc,1.0,0.083333,2010
Abtin Rahimian,University of Colorado Boulder,sc,1.0,0.2,2019
Abusayeed Saifullah,Wayne State University,rtas,1.0,0.25,2010
Abusayeed Saifullah,Wayne State University,rtas,1.0,0.25,2011
Abusayeed Saifullah,Wayne State University,rtas,1.0,0.14286,2012
Abusayeed Saifullah,Wayne State University,rtas,2.0,0.5,2019
Abusayeed Saifullah,Wayne State University,rtas,1.0,0.25,2020
Abusayeed Saifullah,Wayne State University,rtas,1.0,0.25,2021
Abusayeed Saifullah,Wayne State University,rtss,1.0,0.25,2010
Abusayeed Saifullah,Wayne State University,rtss,1.0,0.25,2011
Abusayeed Saifullah,Wayne State University,rtss,1.0,0.16667,2014
Abusayeed Saifullah,Wayne State University,rtss,1.0,0.125,2015
Abusayeed Saifullah,Wayne State University,rtss,1.0,0.16667,2019
Abusayeed Saifullah,Wayne State University,sensys,1.0,0.16667,2016
Abusayeed Saifullah,Wayne State University,sensys,1.0,0.16667,2017
Abutalib Aghayev,Pennsylvania State University,fast,1.0,0.5,2015
Abutalib Aghayev,Pennsylvania State University,fast,1.0,0.25,2017
Abutalib Aghayev,Pennsylvania State University,osdi,1.0,0.125,2022
Abutalib Aghayev,Pennsylvania State University,sosp,1.0,0.16667,2019
Ada Gavrilovska,Georgia Institute of Technology,eurosys,1.0,0.33333,2016
Ada Gavrilovska,Georgia Institute of Technology,eurosys,1.0,0.25,2019
Ada Gavrilovska,Georgia Institute of Technology,eurosys,1.0,0.33333,2023
Ada Gavrilovska,Georgia Institute of Technology,hpca,1.0,0.33333,2014
Ada Gavrilovska,Georgia Institute of Technology,hpdc,1.0,0.33333,2001
Ada Gavrilovska,Georgia Institute of Technology,hpdc,1.0,0.25,2018
Ada Gavrilovska,Georgia Institute of Technology,hpdc,1.0,0.2,2019
Ada Gavrilovska,Georgia Institute of Technology,isca,1.0,0.25,2017
Ada Gavrilovska,Georgia Institute of Technology,vldb,1.0,0.25,2017
Adam A. Porter,University of Maryland - College Park,ase,1.0,0.2,2021
Adam A. Porter,University of Maryland - College Park,fse,1.0,0.25,1995
Adam A. Porter,University of Maryland - College Park,fse,1.0,0.2,2005
Adam A. Porter,University of Maryland - College Park,fse,1.0,0.5,2010
Adam A. Porter,University of Maryland - College Park,fse,1.0,0.2,2016
Adam A. Porter,University of Maryland - College Park,icse,1.0,0.25,1991
Adam A. Porter,University of Maryland - College Park,icse,1.0,0.5,1994
Adam A. Porter,University of Maryland - College Park,icse,3.0,0.73333,1997
Adam A. Porter,University of Maryland - College Park,icse,1.0,0.2,1998
Adam A. Porter,University of Maryland - College Park,icse,1.0,0.33333,2000
Adam A. Porter,University of Maryland - College Park,icse,1.0,0.5,2002
Adam A. Porter,University of Maryland - College Park,icse,1.0,0.16667,2004
Adam A. Porter,University of Maryland - College Park,icse,1.0,0.14286,2005
Adam A. Porter,University of Maryland - College Park,icse,1.0,0.2,2010
Adam A. Porter,University of Maryland - College Park,icse,1.0,0.33333,2012
Adam A. Porter,University of Maryland - College Park,issta,1.0,0.33333,2004
Adam A. Porter,University of Maryland - College Park,issta,1.0,0.25,2008
Adam A. Porter,University of Maryland - College Park,issta,1.0,0.33333,2009
Adam A. Porter,University of Maryland - College Park,issta,1.0,0.25,2011
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,ccs,1.0,0.14286,2014
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,ccs,1.0,0.25,2016
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,ccs,2.0,0.225,2018
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,ccs,1.0,0.16667,2019
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,ccs,1.0,0.25,2020
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,ccs,1.0,0.16667,2021
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,imc,1.0,0.2,2014
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,ndss,1.0,0.16667,2012
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,ndss,1.0,0.2,2014
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,ndss,2.0,0.45,2018
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,ndss,1.0,0.14286,2019
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,ndss,4.0,0.73571,2020
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,ndss,1.0,0.14286,2022
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,ndss,1.0,0.25,2023
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,oakland,1.0,0.16667,2018
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,oakland,1.0,0.33333,2020
Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,oakland,2.0,0.27778,2023
Adam Belay,Massachusetts Institute of Technology,eurosys,1.0,0.33333,2022
Adam Belay,Massachusetts Institute of Technology,nsdi,2.0,0.36667,2019
Adam Belay,Massachusetts Institute of Technology,nsdi,3.0,0.525,2023
Adam Belay,Massachusetts Institute of Technology,oakland,1.0,0.2,2014
Adam Belay,Massachusetts Institute of Technology,osdi,1.0,0.16667,2012
Adam Belay,Massachusetts Institute of Technology,osdi,1.0,0.16667,2014
Adam Belay,Massachusetts Institute of Technology,osdi,4.0,0.83333,2020
Adam Belay,Massachusetts Institute of Technology,sosp,1.0,0.2,2019
Adam Chlipala,Massachusetts Institute of Technology,asplos,1.0,0.2,2021
Adam Chlipala,Massachusetts Institute of Technology,icfp,1.0,1.0,2006
Adam Chlipala,Massachusetts Institute of Technology,icfp,1.0,1.0,2008
Adam Chlipala,Massachusetts Institute of Technology,icfp,1.0,0.2,2009
Adam Chlipala,Massachusetts Institute of Technology,icfp,1.0,1.0,2013
Adam Chlipala,Massachusetts Institute of Technology,icfp,1.0,1.0,2015
Adam Chlipala,Massachusetts Institute of Technology,icfp,1.0,0.2,2017
Adam Chlipala,Massachusetts Institute of Technology,icfp,1.0,0.5,2018
Adam Chlipala,Massachusetts Institute of Technology,icfp,1.0,0.2,2019
Adam Chlipala,Massachusetts Institute of Technology,icfp,1.0,1.0,2021
Adam Chlipala,Massachusetts Institute of Technology,icse,1.0,0.2,2004
Adam Chlipala,Massachusetts Institute of Technology,oakland,1.0,0.2,2019
Adam Chlipala,Massachusetts Institute of Technology,oopsla,1.0,0.33333,2014
Adam Chlipala,Massachusetts Institute of Technology,oopsla,1.0,0.33333,2017
Adam Chlipala,Massachusetts Institute of Technology,oopsla,1.0,0.14286,2022
Adam Chlipala,Massachusetts Institute of Technology,osdi,1.0,1.0,2010
Adam Chlipala,Massachusetts Institute of Technology,osdi,1.0,0.2,2014
Adam Chlipala,Massachusetts Institute of Technology,osdi,1.0,0.2,2018
Adam Chlipala,Massachusetts Institute of Technology,pldi,1.0,1.0,2007
Adam Chlipala,Massachusetts Institute of Technology,pldi,1.0,1.0,2010
Adam Chlipala,Massachusetts Institute of Technology,pldi,1.0,1.0,2011
Adam Chlipala,Massachusetts Institute of Technology,pldi,1.0,0.25,2020
Adam Chlipala,Massachusetts Institute of Technology,pldi,1.0,0.2,2021
Adam Chlipala,Massachusetts Institute of Technology,pldi,1.0,0.2,2022
Adam Chlipala,Massachusetts Institute of Technology,pldi,1.0,0.083333,2023
Adam Chlipala,Massachusetts Institute of Technology,popl,1.0,1.0,2010
Adam Chlipala,Massachusetts Institute of Technology,popl,3.0,2.25,2015
Adam Chlipala,Massachusetts Institute of Technology,popl,1.0,0.33333,2016
Adam Chlipala,Massachusetts Institute of Technology,popl,1.0,0.5,2017
Adam Chlipala,Massachusetts Institute of Technology,popl,2.0,0.58333,2022
Adam Chlipala,Massachusetts Institute of Technology,sosp,1.0,0.16667,2015
Adam Chlipala,Massachusetts Institute of Technology,sosp,1.0,0.125,2017
Adam D. Smith,Boston University,oakland,1.0,0.33333,2017
Adam D. Smith,Boston University,oakland,1.0,0.33333,2021
Adam D. Smith,Boston University,pods,1.0,0.25,2023
Adam D. Smith,Boston University,vldb,1.0,0.25,2011
Adam Doupé,Arizona State University,asplos,1.0,0.125,2022
Adam Doupé,Arizona State University,ccs,1.0,0.25,2011
Adam Doupé,Arizona State University,ccs,1.0,0.16667,2013
Adam Doupé,Arizona State University,ccs,1.0,0.2,2018
Adam Doupé,Arizona State University,ccs,1.0,0.14286,2019
Adam Doupé,Arizona State University,ccs,1.0,0.14286,2020
Adam Doupé,Arizona State University,ccs,1.0,0.083333,2022
Adam Doupé,Arizona State University,mobisys,1.0,0.14286,2020
Adam Doupé,Arizona State University,ndss,1.0,0.125,2016
Adam Doupé,Arizona State University,ndss,1.0,0.090909,2021
Adam Doupé,Arizona State University,ndss,1.0,0.25,2022
Adam Doupé,Arizona State University,oakland,1.0,0.25,2016
Adam Doupé,Arizona State University,oakland,1.0,0.16667,2019
Adam Doupé,Arizona State University,oakland,1.0,0.076923,2021
Adam Doupé,Arizona State University,oakland,1.0,0.14286,2022
Adam Doupé,Arizona State University,oakland,2.0,0.2,2023
Adam Finkelstein,Princeton University,oakland,1.0,0.16667,2009
Adam J. Aviv,George Washington University,ccs,1.0,0.25,2017
Adam J. Aviv,George Washington University,eurosys,1.0,0.25,2018
Adam J. Aviv,George Washington University,ndss,1.0,0.25,2016
Adam J. Aviv,George Washington University,ndss,1.0,0.25,2017
Adam J. Aviv,George Washington University,ndss,1.0,0.16667,2019
Adam J. Aviv,George Washington University,ndss,1.0,0.2,2021
Adam J. Aviv,George Washington University,oakland,1.0,0.33333,2016
Adam J. Aviv,George Washington University,oakland,1.0,0.2,2020
Adam J. Aviv,George Washington University,oakland,1.0,0.33333,2022
Adam J. Aviv,George Washington University,oakland,1.0,0.33333,2023
Adam J. Lee,University of Pittsburgh,ccs,1.0,0.5,2006
Adam J. Lee,University of Pittsburgh,icde,1.0,0.25,2014
Adam J. Lee,University of Pittsburgh,oakland,1.0,0.25,2016
Adam O'Neill,University of Massachusetts Amherst,ccs,1.0,0.25,2007
Adam O'Neill,University of Massachusetts Amherst,ccs,1.0,0.25,2016
Adam O'Neill,University of Massachusetts Amherst,ccs,1.0,0.2,2021
Adam O'Neill,University of Massachusetts Amherst,sigmod,1.0,0.2,2015
Adam O'Neill,University of Massachusetts Amherst,vldb,1.0,0.25,2017
Adam Wierman,California Institute of Technology,ccs,1.0,0.33333,2017
Adam Wierman,California Institute of Technology,hpca,1.0,0.2,2016
Adam Wierman,California Institute of Technology,hpca,1.0,0.25,2018
Adam Wierman,California Institute of Technology,nsdi,1.0,0.33333,2006
Adam Wierman,California Institute of Technology,nsdi,1.0,0.16667,2014
Adam Wierman,California Institute of Technology,sigcomm,1.0,0.25,2015
Adam Wierman,California Institute of Technology,sigmetrics,1.0,0.5,2003
Adam Wierman,California Institute of Technology,sigmetrics,2.0,0.83333,2005
Adam Wierman,California Institute of Technology,sigmetrics,1.0,0.25,2006
Adam Wierman,California Institute of Technology,sigmetrics,1.0,0.5,2008
